"state","sector","source","year","bill.btu"
"maine","Transportation","All",1985,94003
"maine","Transportation","All",1984,89155
"maine","Transportation","All",1983,83798
"maine","Transportation","All",1982,85807
"maine","Transportation","All",1981,82477
"maine","Transportation","All",1980,83348
"maryland","Transportation","All",2015,429496
"maryland","Transportation","All",2014,417755
"maryland","Transportation","All",2013,426492
"maryland","Transportation","All",2012,422224
"maryland","Transportation","All",2011,425081
"maryland","Transportation","All",2010,440187
"maryland","Transportation","All",2009,458244
"maryland","Transportation","All",2008,442447
"maryland","Transportation","All",2007,458158
"maryland","Transportation","All",2006,463718
"maryland","Transportation","All",2005,457462
"maryland","Transportation","All",2004,439502
"maryland","Transportation","All",2003,417194
"maryland","Transportation","All",2002,401906
"maryland","Transportation","All",2001,405344
"maryland","Transportation","All",2000,403358
"maryland","Transportation","All",1999,400554
"maryland","Transportation","All",1998,379736
"maryland","Transportation","All",1997,369092
"maryland","Transportation","All",1996,358292
"maryland","Transportation","All",1995,349658
"maryland","Transportation","All",1994,344097
"maryland","Transportation","All",1993,342962
"maryland","Transportation","All",1992,344062
"maryland","Transportation","All",1991,336631
"maryland","Transportation","All",1990,331344
"maryland","Transportation","All",1989,360646
"maryland","Transportation","All",1988,351166
"maryland","Transportation","All",1987,338551
"maryland","Transportation","All",1986,325874
"maryland","Transportation","All",1985,317632
"maryland","Transportation","All",1984,308195
"maryland","Transportation","All",1983,305649
"maryland","Transportation","All",1982,312847
"maryland","Transportation","All",1981,323669
"maryland","Transportation","All",1980,318826
"massachusetts","Transportation","All",2015,446550
"massachusetts","Transportation","All",2014,432505
"massachusetts","Transportation","All",2013,452977
"massachusetts","Transportation","All",2012,437980
"massachusetts","Transportation","All",2011,448304
"massachusetts","Transportation","All",2010,446084
"massachusetts","Transportation","All",2009,443719
"massachusetts","Transportation","All",2008,480037
"massachusetts","Transportation","All",2007,486495
"massachusetts","Transportation","All",2006,478252
"massachusetts","Transportation","All",2005,485089
"massachusetts","Transportation","All",2004,473743
"massachusetts","Transportation","All",2003,447730
"massachusetts","Transportation","All",2002,449140
"massachusetts","Transportation","All",2001,447496
"massachusetts","Transportation","All",2000,453392
"massachusetts","Transportation","All",1999,438567
"massachusetts","Transportation","All",1998,426716
"massachusetts","Transportation","All",1997,426146
"massachusetts","Transportation","All",1996,419680
"massachusetts","Transportation","All",1995,402341
"massachusetts","Transportation","All",1994,395278
"massachusetts","Transportation","All",1993,391838
"massachusetts","Transportation","All",1992,386608
"massachusetts","Transportation","All",1991,389293
"massachusetts","Transportation","All",1990,406705
"massachusetts","Transportation","All",1989,420227
"massachusetts","Transportation","All",1988,420663
"massachusetts","Transportation","All",1987,403558
"massachusetts","Transportation","All",1986,389178
"massachusetts","Transportation","All",1985,381532
"massachusetts","Transportation","All",1984,370142
"massachusetts","Transportation","All",1983,362472
"massachusetts","Transportation","All",1982,362384
"massachusetts","Transportation","All",1981,359127
"massachusetts","Transportation","All",1980,358305
"michigan","Transportation","All",2015,739020
"michigan","Transportation","All",2014,722067
"michigan","Transportation","All",2013,730666
"michigan","Transportation","All",2012,697496
"michigan","Transportation","All",2011,706214
"michigan","Transportation","All",2010,722766
"michigan","Transportation","All",2009,724400
"michigan","Transportation","All",2008,741774
"michigan","Transportation","All",2007,789676
"michigan","Transportation","All",2006,798085
"michigan","Transportation","All",2005,803463
"michigan","Transportation","All",2004,806217
"michigan","Transportation","All",2003,796404
"michigan","Transportation","All",2002,826059
"michigan","Transportation","All",2001,804342
"michigan","Transportation","All",2000,817463
"michigan","Transportation","All",1999,839100
"michigan","Transportation","All",1998,802496
"michigan","Transportation","All",1997,784099
"michigan","Transportation","All",1996,768545
"michigan","Transportation","All",1995,762478
"michigan","Transportation","All",1994,743544
"michigan","Transportation","All",1993,740284
"michigan","Transportation","All",1992,701059
"michigan","Transportation","All",1991,695924
"michigan","Transportation","All",1990,683926
"michigan","Transportation","All",1989,685551
"michigan","Transportation","All",1988,692247
"michigan","Transportation","All",1987,667094
"michigan","Transportation","All",1986,634967
"michigan","Transportation","All",1985,614671
"michigan","Transportation","All",1984,601211
"michigan","Transportation","All",1983,577008
"michigan","Transportation","All",1982,567288
"michigan","Transportation","All",1981,600305
"michigan","Transportation","All",1980,620135
"minnesota","Transportation","All",2015,440875
"minnesota","Transportation","All",2014,452552
"minnesota","Transportation","All",2013,449949
"minnesota","Transportation","All",2012,470047
"minnesota","Transportation","All",2011,463729
"minnesota","Transportation","All",2010,471317
"minnesota","Transportation","All",2009,465033
"minnesota","Transportation","All",2008,501171
"minnesota","Transportation","All",2007,525638
"minnesota","Transportation","All",2006,521407
"minnesota","Transportation","All",2005,532310
"minnesota","Transportation","All",2004,528981
"minnesota","Transportation","All",2003,514064
"minnesota","Transportation","All",2002,512244
"minnesota","Transportation","All",2001,502290
"minnesota","Transportation","All",2000,513559
"minnesota","Transportation","All",1999,496111
"minnesota","Transportation","All",1998,463994
"minnesota","Transportation","All",1997,440986
"minnesota","Transportation","All",1996,443745
"minnesota","Transportation","All",1995,433949
"minnesota","Transportation","All",1994,417773
"minnesota","Transportation","All",1993,401809
"minnesota","Transportation","All",1992,380355
"minnesota","Transportation","All",1991,358208
"minnesota","Transportation","All",1990,339237
"minnesota","Transportation","All",1989,343923
"minnesota","Transportation","All",1988,348749
"minnesota","Transportation","All",1987,334133
"minnesota","Transportation","All",1986,336885
"minnesota","Transportation","All",1985,333043
"minnesota","Transportation","All",1984,340654
"minnesota","Transportation","All",1983,310839
"minnesota","Transportation","All",1982,306686
"minnesota","Transportation","All",1981,317753
"minnesota","Transportation","All",1980,331579
"mississippi","Transportation","All",2015,385710
"mississippi","Transportation","All",2014,379982
"mississippi","Transportation","All",2013,367763
"mississippi","Transportation","All",2012,383286
"mississippi","Transportation","All",2011,354138
"mississippi","Transportation","All",2010,361678
"mississippi","Transportation","All",2009,356561
"mississippi","Transportation","All",2008,361255
"mississippi","Transportation","All",2007,372593
"mississippi","Transportation","All",2006,376316
"mississippi","Transportation","All",2005,356883
"mississippi","Transportation","All",2004,363732
"mississippi","Transportation","All",2003,376355
"mississippi","Transportation","All",2002,354894
"mississippi","Transportation","All",2001,348665
"mississippi","Transportation","All",2000,359772
"mississippi","Transportation","All",1999,370578
"mississippi","Transportation","All",1998,352641
"mississippi","Transportation","All",1997,351335
"mississippi","Transportation","All",1996,341055
"mississippi","Transportation","All",1995,336165
"mississippi","Transportation","All",1994,331978
"mississippi","Transportation","All",1993,330246
"mississippi","Transportation","All",1992,327507
"mississippi","Transportation","All",1991,315059
"mississippi","Transportation","All",1990,291495
"mississippi","Transportation","All",1989,288806
"mississippi","Transportation","All",1988,308473
"mississippi","Transportation","All",1987,294124
"mississippi","Transportation","All",1986,269474
"mississippi","Transportation","All",1985,250722
"mississippi","Transportation","All",1984,243196
"mississippi","Transportation","All",1983,241492
"mississippi","Transportation","All",1982,252702
"mississippi","Transportation","All",1981,257913
"mississippi","Transportation","All",1980,260867
"missouri","Transportation","All",2015,550536
"missouri","Transportation","All",2014,555382
"missouri","Transportation","All",2013,544452
"missouri","Transportation","All",2012,538291
"missouri","Transportation","All",2011,556111
"missouri","Transportation","All",2010,566436
"missouri","Transportation","All",2009,560777
"missouri","Transportation","All",2008,574734
"missouri","Transportation","All",2007,601277
"missouri","Transportation","All",2006,594307
"missouri","Transportation","All",2005,590893
"missouri","Transportation","All",2004,577148
"missouri","Transportation","All",2003,593567
"missouri","Transportation","All",2002,571777
"missouri","Transportation","All",2001,555958
"missouri","Transportation","All",2000,556242
"missouri","Transportation","All",1999,621505
"missouri","Transportation","All",1998,628587
"missouri","Transportation","All",1997,579470
"missouri","Transportation","All",1996,567165
"missouri","Transportation","All",1995,540922
"missouri","Transportation","All",1994,521141
"missouri","Transportation","All",1993,506725
"missouri","Transportation","All",1992,491151
"missouri","Transportation","All",1991,474217
"missouri","Transportation","All",1990,477138
"missouri","Transportation","All",1989,483578
"missouri","Transportation","All",1988,476640
"missouri","Transportation","All",1987,459200
"missouri","Transportation","All",1986,449790
"missouri","Transportation","All",1985,430001
"missouri","Transportation","All",1984,420917
"missouri","Transportation","All",1983,409780
"missouri","Transportation","All",1982,404843
"missouri","Transportation","All",1981,399231
"missouri","Transportation","All",1980,410563
"montana","Transportation","All",2015,111165
"montana","Transportation","All",2014,113242
"montana","Transportation","All",2013,117802
"montana","Transportation","All",2012,114144
"montana","Transportation","All",2011,117084
"montana","Transportation","All",2010,116145
"montana","Transportation","All",2009,112492
"montana","Transportation","All",2008,117959
"montana","Transportation","All",2007,126951
"montana","Transportation","All",2006,120905
"montana","Transportation","All",2005,117943
"montana","Transportation","All",2004,110629
"montana","Transportation","All",2003,102818
"montana","Transportation","All",2002,107892
"montana","Transportation","All",2001,107603
"montana","Transportation","All",2000,105976
"montana","Transportation","All",1999,104110
"montana","Transportation","All",1998,99661
"montana","Transportation","All",1997,99161
"montana","Transportation","All",1996,97078
"montana","Transportation","All",1995,98650
"montana","Transportation","All",1994,94693
"montana","Transportation","All",1993,90922
"montana","Transportation","All",1992,87906
"montana","Transportation","All",1991,81075
"montana","Transportation","All",1990,81965
"montana","Transportation","All",1989,82922
"montana","Transportation","All",1988,84304
"montana","Transportation","All",1987,82080
"montana","Transportation","All",1986,81233
"montana","Transportation","All",1985,81483
"montana","Transportation","All",1984,82805
"montana","Transportation","All",1983,83360
"montana","Transportation","All",1982,80847
"montana","Transportation","All",1981,83828
"montana","Transportation","All",1980,88911
"nebraska","Transportation","All",2015,201004
"nebraska","Transportation","All",2014,202110
"nebraska","Transportation","All",2013,194708
"nebraska","Transportation","All",2012,192934
"nebraska","Transportation","All",2011,199402
"nebraska","Transportation","All",2010,205674
"nebraska","Transportation","All",2009,176947
"nebraska","Transportation","All",2008,176437
"nebraska","Transportation","All",2007,176593
"nebraska","Transportation","All",2006,174442
"nebraska","Transportation","All",2005,172733
"nebraska","Transportation","All",2004,173798
"nebraska","Transportation","All",2003,172531
"nebraska","Transportation","All",2002,167286
"nebraska","Transportation","All",2001,162610
"nebraska","Transportation","All",2000,172786
"nebraska","Transportation","All",1999,194369
"nebraska","Transportation","All",1998,189074
"nebraska","Transportation","All",1997,181102
"nebraska","Transportation","All",1996,178083
"nebraska","Transportation","All",1995,163736
"nebraska","Transportation","All",1994,154196
"nebraska","Transportation","All",1993,150904
"nebraska","Transportation","All",1992,154150
"nebraska","Transportation","All",1991,148328
"nebraska","Transportation","All",1990,151841
"nebraska","Transportation","All",1989,153416
"nebraska","Transportation","All",1988,161224
"nebraska","Transportation","All",1987,148017
"nebraska","Transportation","All",1986,141525
"nebraska","Transportation","All",1985,141050
"nebraska","Transportation","All",1984,141399
"nebraska","Transportation","All",1983,144331
"nebraska","Transportation","All",1982,135508
"nebraska","Transportation","All",1981,131798
"nebraska","Transportation","All",1980,141002
"nevada","Transportation","All",2015,210512
"nevada","Transportation","All",2014,206972
"nevada","Transportation","All",2013,207054
"nevada","Transportation","All",2012,201415
"nevada","Transportation","All",2011,193160
"nevada","Transportation","All",2010,201179
"nevada","Transportation","All",2009,210485
"nevada","Transportation","All",2008,231788
"nevada","Transportation","All",2007,256218
"nevada","Transportation","All",2006,253310
"nevada","Transportation","All",2005,238127
"nevada","Transportation","All",2004,228157
"nevada","Transportation","All",2003,214707
"nevada","Transportation","All",2002,208756
"nevada","Transportation","All",2001,205348
"nevada","Transportation","All",2000,205066
"nevada","Transportation","All",1999,196616
"nevada","Transportation","All",1998,184045
"nevada","Transportation","All",1997,177997
"nevada","Transportation","All",1996,178264
"nevada","Transportation","All",1995,161404
"nevada","Transportation","All",1994,154443
"nevada","Transportation","All",1993,146257
"nevada","Transportation","All",1992,141152
"nevada","Transportation","All",1991,138198
"nevada","Transportation","All",1990,132736
"nevada","Transportation","All",1989,132860
"nevada","Transportation","All",1988,131203
"nevada","Transportation","All",1987,126816
"nevada","Transportation","All",1986,115443
"nevada","Transportation","All",1985,111173
"nevada","Transportation","All",1984,110017
"nevada","Transportation","All",1983,115444
"nevada","Transportation","All",1982,113046
"nevada","Transportation","All",1981,114936
"nevada","Transportation","All",1980,116207
"new hampshire","Transportation","All",2015,99940
"new hampshire","Transportation","All",2014,100031
"new hampshire","Transportation","All",2013,99080
"new hampshire","Transportation","All",2012,97786
"new hampshire","Transportation","All",2011,101019
"new hampshire","Transportation","All",2010,103411
"new hampshire","Transportation","All",2009,103053
"new hampshire","Transportation","All",2008,103562
"new hampshire","Transportation","All",2007,105840
"new hampshire","Transportation","All",2006,104001
"new hampshire","Transportation","All",2005,104033
"new hampshire","Transportation","All",2004,108950
"new hampshire","Transportation","All",2003,106360
"new hampshire","Transportation","All",2002,113600
"new hampshire","Transportation","All",2001,101941
"new hampshire","Transportation","All",2000,101798
"new hampshire","Transportation","All",1999,99725
"new hampshire","Transportation","All",1998,96064
"new hampshire","Transportation","All",1997,87567
"new hampshire","Transportation","All",1996,83027
"new hampshire","Transportation","All",1995,80830
"new hampshire","Transportation","All",1994,77643
"new hampshire","Transportation","All",1993,75375
"new hampshire","Transportation","All",1992,73745
"new hampshire","Transportation","All",1991,74311
"new hampshire","Transportation","All",1990,72989
"new hampshire","Transportation","All",1989,76524
"new hampshire","Transportation","All",1988,77318
"new hampshire","Transportation","All",1987,74831
"new hampshire","Transportation","All",1986,68908
"new hampshire","Transportation","All",1985,62955
"new hampshire","Transportation","All",1984,62668
"new hampshire","Transportation","All",1983,57206
"new hampshire","Transportation","All",1982,56118
"new hampshire","Transportation","All",1981,56210
"new hampshire","Transportation","All",1980,57873
"new jersey","Transportation","All",2015,851652
"new jersey","Transportation","All",2014,865875
"new jersey","Transportation","All",2013,852803
"new jersey","Transportation","All",2012,828180
"new jersey","Transportation","All",2011,937073
"new jersey","Transportation","All",2010,910276
"new jersey","Transportation","All",2009,886716
"new jersey","Transportation","All",2008,1036297
"new jersey","Transportation","All",2007,1029257
"new jersey","Transportation","All",2006,978119
"new jersey","Transportation","All",2005,974757
"new jersey","Transportation","All",2004,901571
"new jersey","Transportation","All",2003,870069
"new jersey","Transportation","All",2002,889765
"new jersey","Transportation","All",2001,882581
"new jersey","Transportation","All",2000,907055
"new jersey","Transportation","All",1999,849827
"new jersey","Transportation","All",1998,850950
"new jersey","Transportation","All",1997,837975
"new jersey","Transportation","All",1996,828206
"new jersey","Transportation","All",1995,858864
"new jersey","Transportation","All",1994,845173
"new jersey","Transportation","All",1993,771268
"new jersey","Transportation","All",1992,811413
"new jersey","Transportation","All",1991,808034
"new jersey","Transportation","All",1990,798468
"new jersey","Transportation","All",1989,827138
"new jersey","Transportation","All",1988,803707
"new jersey","Transportation","All",1987,840590
"new jersey","Transportation","All",1986,826257
"new jersey","Transportation","All",1985,796824
"new jersey","Transportation","All",1984,797549
"new jersey","Transportation","All",1983,764808
"new jersey","Transportation","All",1982,714750
"new jersey","Transportation","All",1981,614971
"new jersey","Transportation","All",1980,566345
"new mexico","Transportation","All",2015,211564
"new mexico","Transportation","All",2014,208009
"new mexico","Transportation","All",2013,200875
"new mexico","Transportation","All",2012,199931
"new mexico","Transportation","All",2011,199710
"new mexico","Transportation","All",2010,193819
"new mexico","Transportation","All",2009,198152
"new mexico","Transportation","All",2008,201557
"new mexico","Transportation","All",2007,217526
"new mexico","Transportation","All",2006,226723
"new mexico","Transportation","All",2005,219179
"new mexico","Transportation","All",2004,225805
"new mexico","Transportation","All",2003,218440
"new mexico","Transportation","All",2002,225785
"new mexico","Transportation","All",2001,230198
"new mexico","Transportation","All",2000,226543
"new mexico","Transportation","All",1999,230996
"new mexico","Transportation","All",1998,231242
"new mexico","Transportation","All",1997,233741
"new mexico","Transportation","All",1996,186749
"new mexico","Transportation","All",1995,195342
"new mexico","Transportation","All",1994,213451
"new mexico","Transportation","All",1993,223827
"new mexico","Transportation","All",1992,211704
"new mexico","Transportation","All",1991,225511
"new mexico","Transportation","All",1990,230438
"new mexico","Transportation","All",1989,205982
"new mexico","Transportation","All",1988,192215
"new mexico","Transportation","All",1987,177792
"new mexico","Transportation","All",1986,170061
"new mexico","Transportation","All",1985,163648
"new mexico","Transportation","All",1984,141950
"new mexico","Transportation","All",1983,158784
"new mexico","Transportation","All",1982,174914
"new mexico","Transportation","All",1981,193265
"new mexico","Transportation","All",1980,176352
"new york","Transportation","All",2015,1076725
"new york","Transportation","All",2014,1099509
"new york","Transportation","All",2013,1033864
"new york","Transportation","All",2012,1026710
"new york","Transportation","All",2011,997528
"new york","Transportation","All",2010,1066707
"new york","Transportation","All",2009,1064870
"new york","Transportation","All",2008,1087899
"new york","Transportation","All",2007,1089067
"new york","Transportation","All",2006,1089533
"new york","Transportation","All",2005,1067993
"new york","Transportation","All",2004,1102766
"new york","Transportation","All",2003,1059181
"new york","Transportation","All",2002,991101
"new york","Transportation","All",2001,969287
"new york","Transportation","All",2000,972432
"new york","Transportation","All",1999,967894
"new york","Transportation","All",1998,960517
"new york","Transportation","All",1997,952765
"new york","Transportation","All",1996,953230
"new york","Transportation","All",1995,912498
"new york","Transportation","All",1994,885288
"new york","Transportation","All",1993,896572
"new york","Transportation","All",1992,880514
"new york","Transportation","All",1991,903106
"new york","Transportation","All",1990,928513
"new york","Transportation","All",1989,875390
"new york","Transportation","All",1988,869081
"new york","Transportation","All",1987,909931
"new york","Transportation","All",1986,861712
"new york","Transportation","All",1985,845256
"new york","Transportation","All",1984,724757
"new york","Transportation","All",1983,789317
"new york","Transportation","All",1982,862621
"new york","Transportation","All",1981,961487
"new york","Transportation","All",1980,1027298
"north carolina","Transportation","All",2015,698265
"north carolina","Transportation","All",2014,723586
"north carolina","Transportation","All",2013,723350
"north carolina","Transportation","All",2012,673409
"north carolina","Transportation","All",2011,687309
"north carolina","Transportation","All",2010,706692
"north carolina","Transportation","All",2009,701096
"north carolina","Transportation","All",2008,758220
"north carolina","Transportation","All",2007,759225
"north carolina","Transportation","All",2006,740034
"north carolina","Transportation","All",2005,749346
"north carolina","Transportation","All",2004,735972
"north carolina","Transportation","All",2003,715161
"north carolina","Transportation","All",2002,701945
"north carolina","Transportation","All",2001,693817
"north carolina","Transportation","All",2000,703793
"north carolina","Transportation","All",1999,680228
"north carolina","Transportation","All",1998,665708
"north carolina","Transportation","All",1997,650387
"north carolina","Transportation","All",1996,639001
"north carolina","Transportation","All",1995,602332
"north carolina","Transportation","All",1994,580576
"north carolina","Transportation","All",1993,560857
"north carolina","Transportation","All",1992,539319
"north carolina","Transportation","All",1991,530405
"north carolina","Transportation","All",1990,537112
"north carolina","Transportation","All",1989,549735
"north carolina","Transportation","All",1988,575666
"north carolina","Transportation","All",1987,544493
"north carolina","Transportation","All",1986,519830
"north carolina","Transportation","All",1985,493449
"north carolina","Transportation","All",1984,478734
"north carolina","Transportation","All",1983,468537
"north carolina","Transportation","All",1982,448509
"north carolina","Transportation","All",1981,448447
"north carolina","Transportation","All",1980,443752
"north dakota","Transportation","All",2015,136337
"north dakota","Transportation","All",2014,146983
"north dakota","Transportation","All",2013,138031
"north dakota","Transportation","All",2012,132422
"north dakota","Transportation","All",2011,116681
"north dakota","Transportation","All",2010,101087
"north dakota","Transportation","All",2009,87008
"north dakota","Transportation","All",2008,92792
"north dakota","Transportation","All",2007,102987
"north dakota","Transportation","All",2006,90977
"north dakota","Transportation","All",2005,91977
"north dakota","Transportation","All",2004,92153
"north dakota","Transportation","All",2003,89129
"north dakota","Transportation","All",2002,87728
"north dakota","Transportation","All",2001,87982
"north dakota","Transportation","All",2000,80713
"north dakota","Transportation","All",1999,82047
"north dakota","Transportation","All",1998,66792
"north dakota","Transportation","All",1997,75782
"north dakota","Transportation","All",1996,74608
"north dakota","Transportation","All",1995,72966
"north dakota","Transportation","All",1994,72845
"north dakota","Transportation","All",1993,73382
"north dakota","Transportation","All",1992,69684
"north dakota","Transportation","All",1991,66390
"north dakota","Transportation","All",1990,65275
"north dakota","Transportation","All",1989,67317
"north dakota","Transportation","All",1988,68572
"north dakota","Transportation","All",1987,67693
"north dakota","Transportation","All",1986,66907
"north dakota","Transportation","All",1985,68752
"north dakota","Transportation","All",1984,70543
"north dakota","Transportation","All",1983,69205
"north dakota","Transportation","All",1982,73198
"north dakota","Transportation","All",1981,72619
"north dakota","Transportation","All",1980,72472
"ohio","Transportation","All",2015,936750
"ohio","Transportation","All",2014,936989
"ohio","Transportation","All",2013,923575
"ohio","Transportation","All",2012,904199
"ohio","Transportation","All",2011,930808
"ohio","Transportation","All",2010,942034
"ohio","Transportation","All",2009,924870
"ohio","Transportation","All",2008,983822
"ohio","Transportation","All",2007,1027970
"ohio","Transportation","All",2006,1020409
"ohio","Transportation","All",2005,1012672
"ohio","Transportation","All",2004,1014636
"ohio","Transportation","All",2003,993046
"ohio","Transportation","All",2002,986043
"ohio","Transportation","All",2001,979464
"ohio","Transportation","All",2000,986421
"ohio","Transportation","All",1999,959393
"ohio","Transportation","All",1998,932139
"ohio","Transportation","All",1997,915167
"ohio","Transportation","All",1996,885168
"ohio","Transportation","All",1995,854562
"ohio","Transportation","All",1994,840338
"ohio","Transportation","All",1993,824900
"ohio","Transportation","All",1992,787533
"ohio","Transportation","All",1991,794139
"ohio","Transportation","All",1990,803333
"ohio","Transportation","All",1989,824531
"ohio","Transportation","All",1988,818501
"ohio","Transportation","All",1987,811200
"ohio","Transportation","All",1986,785432
"ohio","Transportation","All",1985,758277
"ohio","Transportation","All",1984,749606
"ohio","Transportation","All",1983,738031
"ohio","Transportation","All",1982,735875
"ohio","Transportation","All",1981,763820
"ohio","Transportation","All",1980,787397
"oklahoma","Transportation","All",2015,479764
"oklahoma","Transportation","All",2014,484495
"oklahoma","Transportation","All",2013,452127
"oklahoma","Transportation","All",2012,448766
"oklahoma","Transportation","All",2011,455871
"oklahoma","Transportation","All",2010,458805
"oklahoma","Transportation","All",2009,443068
"oklahoma","Transportation","All",2008,461818
"oklahoma","Transportation","All",2007,458763
"oklahoma","Transportation","All",2006,449032
"oklahoma","Transportation","All",2005,438197
"oklahoma","Transportation","All",2004,412209
"oklahoma","Transportation","All",2003,445202
"oklahoma","Transportation","All",2002,435584
"oklahoma","Transportation","All",2001,465641
"oklahoma","Transportation","All",2000,426178
"oklahoma","Transportation","All",1999,400944
"oklahoma","Transportation","All",1998,382958
"oklahoma","Transportation","All",1997,375450
"oklahoma","Transportation","All",1996,381838
"oklahoma","Transportation","All",1995,360565
"oklahoma","Transportation","All",1994,376776
"oklahoma","Transportation","All",1993,364160
"oklahoma","Transportation","All",1992,374952
"oklahoma","Transportation","All",1991,348184
"oklahoma","Transportation","All",1990,340213
"oklahoma","Transportation","All",1989,356262
"oklahoma","Transportation","All",1988,337053
"oklahoma","Transportation","All",1987,331045
"oklahoma","Transportation","All",1986,324441
"oklahoma","Transportation","All",1985,340782
"oklahoma","Transportation","All",1984,345747
"oklahoma","Transportation","All",1983,345020
"oklahoma","Transportation","All",1982,350615
"oklahoma","Transportation","All",1981,330083
"oklahoma","Transportation","All",1980,308458
"oregon","Transportation","All",2015,299878
"oregon","Transportation","All",2014,304273
"oregon","Transportation","All",2013,300608
"oregon","Transportation","All",2012,299327
"oregon","Transportation","All",2011,304544
"oregon","Transportation","All",2010,318390
"oregon","Transportation","All",2009,326166
"oregon","Transportation","All",2008,323673
"oregon","Transportation","All",2007,343670
"oregon","Transportation","All",2006,337622
"oregon","Transportation","All",2005,330142
"oregon","Transportation","All",2004,321928
"oregon","Transportation","All",2003,310433
"oregon","Transportation","All",2002,312821
"oregon","Transportation","All",2001,306722
"oregon","Transportation","All",2000,320517
"oregon","Transportation","All",1999,329501
"oregon","Transportation","All",1998,326584
"oregon","Transportation","All",1997,311151
"oregon","Transportation","All",1996,308255
"oregon","Transportation","All",1995,297537
"oregon","Transportation","All",1994,301845
"oregon","Transportation","All",1993,293296
"oregon","Transportation","All",1992,304257
"oregon","Transportation","All",1991,301177
"oregon","Transportation","All",1990,280246
"oregon","Transportation","All",1989,284160
"oregon","Transportation","All",1988,281175
"oregon","Transportation","All",1987,263025
"oregon","Transportation","All",1986,246074
"oregon","Transportation","All",1985,241256
"oregon","Transportation","All",1984,231838
"oregon","Transportation","All",1983,236388
"oregon","Transportation","All",1982,250382
"oregon","Transportation","All",1981,249757
"oregon","Transportation","All",1980,239648
"pennsylvania","Transportation","All",2015,889812
"pennsylvania","Transportation","All",2014,911106
"pennsylvania","Transportation","All",2013,913294
"pennsylvania","Transportation","All",2012,919893
"pennsylvania","Transportation","All",2011,936100
"pennsylvania","Transportation","All",2010,962494
"pennsylvania","Transportation","All",2009,964677
"pennsylvania","Transportation","All",2008,973180
"pennsylvania","Transportation","All",2007,1022285
"pennsylvania","Transportation","All",2006,1027527
"pennsylvania","Transportation","All",2005,1033645
"pennsylvania","Transportation","All",2004,1016752
"pennsylvania","Transportation","All",2003,988518
"pennsylvania","Transportation","All",2002,1001018
"pennsylvania","Transportation","All",2001,997099
"pennsylvania","Transportation","All",2000,1000157
"pennsylvania","Transportation","All",1999,969115
"pennsylvania","Transportation","All",1998,958290
"pennsylvania","Transportation","All",1997,934857
"pennsylvania","Transportation","All",1996,897025
"pennsylvania","Transportation","All",1995,903089
"pennsylvania","Transportation","All",1994,888201
"pennsylvania","Transportation","All",1993,879429
"pennsylvania","Transportation","All",1992,856829
"pennsylvania","Transportation","All",1991,839994
"pennsylvania","Transportation","All",1990,842525
"pennsylvania","Transportation","All",1989,819935
"pennsylvania","Transportation","All",1988,870487
"pennsylvania","Transportation","All",1987,839103
"pennsylvania","Transportation","All",1986,793229
"pennsylvania","Transportation","All",1985,763290
"pennsylvania","Transportation","All",1984,758209
"pennsylvania","Transportation","All",1983,741974
"pennsylvania","Transportation","All",1982,729930
"pennsylvania","Transportation","All",1981,776147
"pennsylvania","Transportation","All",1980,817751
"rhode island","Transportation","All",2015,61487
"rhode island","Transportation","All",2014,62229
"rhode island","Transportation","All",2013,57810
"rhode island","Transportation","All",2012,57197
"rhode island","Transportation","All",2011,59933
"rhode island","Transportation","All",2010,62775
"rhode island","Transportation","All",2009,62469
"rhode island","Transportation","All",2008,60658
"rhode island","Transportation","All",2007,63857
"rhode island","Transportation","All",2006,64694
"rhode island","Transportation","All",2005,62161
"rhode island","Transportation","All",2004,62147
"rhode island","Transportation","All",2003,63949
"rhode island","Transportation","All",2002,65120
"rhode island","Transportation","All",2001,65813
"rhode island","Transportation","All",2000,65253
"rhode island","Transportation","All",1999,65472
"rhode island","Transportation","All",1998,62921
"rhode island","Transportation","All",1997,65029
"rhode island","Transportation","All",1996,58672
"rhode island","Transportation","All",1995,58030
"rhode island","Transportation","All",1994,56215
"rhode island","Transportation","All",1993,57171
"rhode island","Transportation","All",1992,56859
"rhode island","Transportation","All",1991,57997
"rhode island","Transportation","All",1990,57830
"rhode island","Transportation","All",1989,60865
"rhode island","Transportation","All",1988,61893
"rhode island","Transportation","All",1987,60804
"rhode island","Transportation","All",1986,56422
"rhode island","Transportation","All",1985,50730
"rhode island","Transportation","All",1984,54087
"rhode island","Transportation","All",1983,50925
"rhode island","Transportation","All",1982,50621
"rhode island","Transportation","All",1981,51201
"rhode island","Transportation","All",1980,52167
"south carolina","Transportation","All",2015,464152
"south carolina","Transportation","All",2014,442079
"south carolina","Transportation","All",2013,451503
"south carolina","Transportation","All",2012,430860
"south carolina","Transportation","All",2011,440612
"south carolina","Transportation","All",2010,446231
"south carolina","Transportation","All",2009,445564
"south carolina","Transportation","All",2008,434846
"south carolina","Transportation","All",2007,444275
"south carolina","Transportation","All",2006,445982
"south carolina","Transportation","All",2005,427029
"south carolina","Transportation","All",2004,448104
"south carolina","Transportation","All",2003,394103
"south carolina","Transportation","All",2002,390695
"south carolina","Transportation","All",2001,382809
"south carolina","Transportation","All",2000,379420
"south carolina","Transportation","All",1999,371534
"south carolina","Transportation","All",1998,360148
