"year","area","code","currency","gdp"
1992,"Florida","RGDP_SAS-1","millions of chained 1997 dollars",317416
1992,"Florida","PCRGDP_SAS-1","chained 1997 dollars",23253
1992,"Georgia","GDP_SAS-1","millions of current dollars",160062
1992,"Georgia","RGDP_SAS-1","millions of chained 1997 dollars",176731
1992,"Georgia","PCRGDP_SAS-1","chained 1997 dollars",25924
1992,"Great Lakes","GDP_SAS-1","millions of current dollars",1006629
1992,"Great Lakes","RGDP_SAS-1","millions of chained 1997 dollars",1106985
1992,"Great Lakes","PCRGDP_SAS-1","chained 1997 dollars",25802
1992,"Hawaii","GDP_SAS-1","millions of current dollars",36129
1992,"Hawaii","RGDP_SAS-1","millions of chained 1997 dollars",40834
1992,"Hawaii","PCRGDP_SAS-1","chained 1997 dollars",35244
1992,"Idaho","GDP_SAS-1","millions of current dollars",20632
1992,"Idaho","RGDP_SAS-1","millions of chained 1997 dollars",22022
1992,"Idaho","PCRGDP_SAS-1","chained 1997 dollars",20549
1992,"Illinois","GDP_SAS-1","millions of current dollars",306236
1992,"Illinois","RGDP_SAS-1","millions of chained 1997 dollars",336296
1992,"Illinois","PCRGDP_SAS-1","chained 1997 dollars",28758
1992,"Indiana","GDP_SAS-1","millions of current dollars",124714
1992,"Indiana","RGDP_SAS-1","millions of chained 1997 dollars",136438
1992,"Indiana","PCRGDP_SAS-1","chained 1997 dollars",24044
1992,"Iowa","GDP_SAS-1","millions of current dollars",61870
1992,"Iowa","RGDP_SAS-1","millions of chained 1997 dollars",66862
1992,"Iowa","PCRGDP_SAS-1","chained 1997 dollars",23723
1992,"Kansas","GDP_SAS-1","millions of current dollars",56902
1992,"Kansas","RGDP_SAS-1","millions of chained 1997 dollars",63062
1992,"Kansas","PCRGDP_SAS-1","chained 1997 dollars",24902
1992,"Kentucky","GDP_SAS-1","millions of current dollars",77531
1992,"Kentucky","RGDP_SAS-1","millions of chained 1997 dollars",83288
1992,"Kentucky","PCRGDP_SAS-1","chained 1997 dollars",22119
1992,"Louisiana","GDP_SAS-1","millions of current dollars",90890
1992,"Louisiana","RGDP_SAS-1","millions of chained 1997 dollars",102935
1992,"Louisiana","PCRGDP_SAS-1","chained 1997 dollars",23977
1992,"Maine","GDP_SAS-1","millions of current dollars",24329
1992,"Maine","RGDP_SAS-1","millions of chained 1997 dollars",27176
1992,"Maine","PCRGDP_SAS-1","chained 1997 dollars",21942
1992,"Maryland","GDP_SAS-1","millions of current dollars",119535
1992,"Maryland","RGDP_SAS-1","millions of chained 1997 dollars",134748
1992,"Maryland","PCRGDP_SAS-1","chained 1997 dollars",27369
1992,"Massachusetts","GDP_SAS-1","millions of current dollars",167435
1992,"Massachusetts","RGDP_SAS-1","millions of chained 1997 dollars",186430
1992,"Massachusetts","PCRGDP_SAS-1","chained 1997 dollars",30924
1992,"Michigan","GDP_SAS-1","millions of current dollars",212057
1992,"Michigan","RGDP_SAS-1","millions of chained 1997 dollars",235241
1992,"Michigan","PCRGDP_SAS-1","chained 1997 dollars",24817
1992,"Mideast","GDP_SAS-1","millions of current dollars",1205957
1992,"Mideast","RGDP_SAS-1","millions of chained 1997 dollars",1353418
1992,"Mideast","PCRGDP_SAS-1","chained 1997 dollars",30488
1992,"Minnesota","GDP_SAS-1","millions of current dollars",114518
1992,"Minnesota","RGDP_SAS-1","millions of chained 1997 dollars",126777
1992,"Minnesota","PCRGDP_SAS-1","chained 1997 dollars",28200
1992,"Mississippi","GDP_SAS-1","millions of current dollars",44012
1992,"Mississippi","RGDP_SAS-1","millions of chained 1997 dollars",48317
1992,"Mississippi","PCRGDP_SAS-1","chained 1997 dollars",18416
1992,"Missouri","GDP_SAS-1","millions of current dollars",115288
1992,"Missouri","RGDP_SAS-1","millions of chained 1997 dollars",127857
1992,"Missouri","PCRGDP_SAS-1","chained 1997 dollars",24507
1992,"Montana","GDP_SAS-1","millions of current dollars",14937
1992,"Montana","RGDP_SAS-1","millions of chained 1997 dollars",16566
1992,"Montana","PCRGDP_SAS-1","chained 1997 dollars",20061
1992,"Nebraska","GDP_SAS-1","millions of current dollars",38214
1992,"Nebraska","RGDP_SAS-1","millions of chained 1997 dollars",42242
1992,"Nebraska","PCRGDP_SAS-1","chained 1997 dollars",26210
1992,"Nevada","GDP_SAS-1","millions of current dollars",36052
1992,"Nevada","RGDP_SAS-1","millions of chained 1997 dollars",40564
1992,"Nevada","PCRGDP_SAS-1","chained 1997 dollars",30017
1992,"New England","GDP_SAS-1","millions of current dollars",359058
1992,"New England","RGDP_SAS-1","millions of chained 1997 dollars",400774
1992,"New England","PCRGDP_SAS-1","chained 1997 dollars",30199
1992,"New Hampshire","GDP_SAS-1","millions of current dollars",26332
1992,"New Hampshire","RGDP_SAS-1","millions of chained 1997 dollars",28486
1992,"New Hampshire","PCRGDP_SAS-1","chained 1997 dollars",25485
1992,"New Jersey","GDP_SAS-1","millions of current dollars",230774
1992,"New Jersey","RGDP_SAS-1","millions of chained 1997 dollars",256965
1992,"New Jersey","PCRGDP_SAS-1","chained 1997 dollars",32608
1992,"New Mexico","GDP_SAS-1","millions of current dollars",32638
1992,"New Mexico","RGDP_SAS-1","millions of chained 1997 dollars",33855
1992,"New Mexico","PCRGDP_SAS-1","chained 1997 dollars",21220
1992,"New York","GDP_SAS-1","millions of current dollars",519704
1992,"New York","RGDP_SAS-1","millions of chained 1997 dollars",585395
1992,"New York","PCRGDP_SAS-1","chained 1997 dollars",32082
1992,"North Carolina","GDP_SAS-1","millions of current dollars",159337
1992,"North Carolina","RGDP_SAS-1","millions of chained 1997 dollars",171223
1992,"North Carolina","PCRGDP_SAS-1","chained 1997 dollars",24825
1992,"North Dakota","GDP_SAS-1","millions of current dollars",12896
1992,"North Dakota","RGDP_SAS-1","millions of chained 1997 dollars",14176
1992,"North Dakota","PCRGDP_SAS-1","chained 1997 dollars",22211
1992,"Ohio","GDP_SAS-1","millions of current dollars",250650
1992,"Ohio","RGDP_SAS-1","millions of chained 1997 dollars",275324
1992,"Ohio","PCRGDP_SAS-1","chained 1997 dollars",24963
1992,"Oklahoma","GDP_SAS-1","millions of current dollars",62209
1992,"Oklahoma","RGDP_SAS-1","millions of chained 1997 dollars",69025
1992,"Oklahoma","PCRGDP_SAS-1","chained 1997 dollars",21433
1992,"Oregon","GDP_SAS-1","millions of current dollars",63392
1992,"Oregon","RGDP_SAS-1","millions of chained 1997 dollars",68519
1992,"Oregon","PCRGDP_SAS-1","chained 1997 dollars",22902
1992,"Pennsylvania","GDP_SAS-1","millions of current dollars",269849
1992,"Pennsylvania","RGDP_SAS-1","millions of chained 1997 dollars",298365
1992,"Pennsylvania","PCRGDP_SAS-1","chained 1997 dollars",24762
1992,"Plains","GDP_SAS-1","millions of current dollars",414573
1992,"Plains","RGDP_SAS-1","millions of chained 1997 dollars",457254
1992,"Plains","PCRGDP_SAS-1","chained 1997 dollars",25366
1992,"Rhode Island","GDP_SAS-1","millions of current dollars",22665
1992,"Rhode Island","RGDP_SAS-1","millions of chained 1997 dollars",25370
1992,"Rhode Island","PCRGDP_SAS-1","chained 1997 dollars",25054
1992,"Rocky Mountain","GDP_SAS-1","millions of current dollars",171652
1992,"Rocky Mountain","RGDP_SAS-1","millions of chained 1997 dollars",189490
1992,"Rocky Mountain","PCRGDP_SAS-1","chained 1997 dollars",24620
1992,"South Carolina","GDP_SAS-1","millions of current dollars",71848
1992,"South Carolina","RGDP_SAS-1","millions of chained 1997 dollars",78505
1992,"South Carolina","PCRGDP_SAS-1","chained 1997 dollars",21684
1992,"South Dakota","GDP_SAS-1","millions of current dollars",14886
1992,"South Dakota","RGDP_SAS-1","millions of chained 1997 dollars",16279
1992,"South Dakota","PCRGDP_SAS-1","chained 1997 dollars",22838
1992,"Southeast","GDP_SAS-1","millions of current dollars",1315691
1992,"Southeast","RGDP_SAS-1","millions of chained 1997 dollars",1449519
1992,"Southeast","PCRGDP_SAS-1","chained 1997 dollars",23566
1992,"Southwest","GDP_SAS-1","millions of current dollars",593930
1992,"Southwest","RGDP_SAS-1","millions of chained 1997 dollars",654652
1992,"Southwest","PCRGDP_SAS-1","chained 1997 dollars",24712
1992,"Tennessee","GDP_SAS-1","millions of current dollars",111660
1992,"Tennessee","RGDP_SAS-1","millions of chained 1997 dollars",123167
1992,"Tennessee","PCRGDP_SAS-1","chained 1997 dollars",24391
1992,"Texas","GDP_SAS-1","millions of current dollars",416401
1992,"Texas","RGDP_SAS-1","millions of chained 1997 dollars",461816
1992,"Texas","PCRGDP_SAS-1","chained 1997 dollars",26004
1992,"United States","GDP_SAS-1","millions of current dollars",6167644
1992,"United States","RGDP_SAS-1","millions of chained 1997 dollars",6828525
1992,"United States","PCRGDP_SAS-1","chained 1997 dollars",26620
1992,"Utah","GDP_SAS-1","millions of current dollars",35602
1992,"Utah","RGDP_SAS-1","millions of chained 1997 dollars",39564
1992,"Utah","PCRGDP_SAS-1","chained 1997 dollars",21540
1992,"Vermont","GDP_SAS-1","millions of current dollars",12538
1992,"Vermont","RGDP_SAS-1","millions of chained 1997 dollars",13562
1992,"Vermont","PCRGDP_SAS-1","chained 1997 dollars",23679
1992,"Virginia","GDP_SAS-1","millions of current dollars",158990
1992,"Virginia","RGDP_SAS-1","millions of chained 1997 dollars",175795
1992,"Virginia","PCRGDP_SAS-1","chained 1997 dollars",27407
1992,"Washington","GDP_SAS-1","millions of current dollars",134469
1992,"Washington","RGDP_SAS-1","millions of chained 1997 dollars",150245
1992,"Washington","PCRGDP_SAS-1","chained 1997 dollars",29113
1992,"West Virginia","GDP_SAS-1","millions of current dollars",30410
1992,"West Virginia","RGDP_SAS-1","millions of chained 1997 dollars",32880
1992,"West Virginia","PCRGDP_SAS-1","chained 1997 dollars",18202
1992,"Wisconsin","GDP_SAS-1","millions of current dollars",112972
1992,"Wisconsin","RGDP_SAS-1","millions of chained 1997 dollars",123617
1992,"Wisconsin","PCRGDP_SAS-1","chained 1997 dollars",24598
1992,"Wyoming","GDP_SAS-1","millions of current dollars",13179
1992,"Wyoming","RGDP_SAS-1","millions of chained 1997 dollars",14327
1992,"Wyoming","PCRGDP_SAS-1","chained 1997 dollars",30728
1993,"Alabama","GDP_SAS-1","millions of current dollars",84563
1993,"Alabama","RGDP_SAS-1","millions of chained 1997 dollars",91168
1993,"Alabama","PCRGDP_SAS-1","chained 1997 dollars",21633
1993,"Alaska","GDP_SAS-1","millions of current dollars",23284
1993,"Alaska","RGDP_SAS-1","millions of chained 1997 dollars",26048
1993,"Alaska","PCRGDP_SAS-1","chained 1997 dollars",43454
1993,"Arizona","GDP_SAS-1","millions of current dollars",89300
1993,"Arizona","RGDP_SAS-1","millions of chained 1997 dollars",94916
1993,"Arizona","PCRGDP_SAS-1","chained 1997 dollars",23347
1993,"Arkansas","GDP_SAS-1","millions of current dollars",47566
1993,"Arkansas","RGDP_SAS-1","millions of chained 1997 dollars",50756
1993,"Arkansas","PCRGDP_SAS-1","chained 1997 dollars",20664
1993,"California","GDP_SAS-1","millions of current dollars",826447
1993,"California","RGDP_SAS-1","millions of chained 1997 dollars",888070
1993,"California","PCRGDP_SAS-1","chained 1997 dollars",28396
1993,"Colorado","GDP_SAS-1","millions of current dollars",95659
1993,"Colorado","RGDP_SAS-1","millions of chained 1997 dollars",103457
1993,"Colorado","PCRGDP_SAS-1","chained 1997 dollars",28629
1993,"Connecticut","GDP_SAS-1","millions of current dollars",107680
1993,"Connecticut","RGDP_SAS-1","millions of chained 1997 dollars",118315
1993,"Connecticut","PCRGDP_SAS-1","chained 1997 dollars",35754
1993,"Delaware","GDP_SAS-1","millions of current dollars",23509
1993,"Delaware","RGDP_SAS-1","millions of chained 1997 dollars",26946
1993,"Delaware","PCRGDP_SAS-1","chained 1997 dollars",38147
1993,"District of Columbia","GDP_SAS-1","millions of current dollars",45356
1993,"District of Columbia","RGDP_SAS-1","millions of chained 1997 dollars",51310
1993,"District of Columbia","PCRGDP_SAS-1","chained 1997 dollars",86192
1993,"Far West","GDP_SAS-1","millions of current dollars",1138411
1993,"Far West","RGDP_SAS-1","millions of chained 1997 dollars",1225572
1993,"Far West","PCRGDP_SAS-1","chained 1997 dollars",28636
1993,"Florida","GDP_SAS-1","millions of current dollars",304403
1993,"Florida","RGDP_SAS-1","millions of chained 1997 dollars",329410
1993,"Florida","PCRGDP_SAS-1","chained 1997 dollars",23652
1993,"Georgia","GDP_SAS-1","millions of current dollars",171659
1993,"Georgia","RGDP_SAS-1","millions of chained 1997 dollars",184789
1993,"Georgia","PCRGDP_SAS-1","chained 1997 dollars",26481
1993,"Great Lakes","GDP_SAS-1","millions of current dollars",1058191
1993,"Great Lakes","RGDP_SAS-1","millions of chained 1997 dollars",1133832
1993,"Great Lakes","PCRGDP_SAS-1","chained 1997 dollars",26201
1993,"Hawaii","GDP_SAS-1","millions of current dollars",36732
1993,"Hawaii","RGDP_SAS-1","millions of chained 1997 dollars",40152
1993,"Hawaii","PCRGDP_SAS-1","chained 1997 dollars",34235
1993,"Idaho","GDP_SAS-1","millions of current dollars",23100
1993,"Idaho","RGDP_SAS-1","millions of chained 1997 dollars",23940
1993,"Idaho","PCRGDP_SAS-1","chained 1997 dollars",21591
1993,"Illinois","GDP_SAS-1","millions of current dollars",320079
1993,"Illinois","RGDP_SAS-1","millions of chained 1997 dollars",343470
1993,"Illinois","PCRGDP_SAS-1","chained 1997 dollars",29084
1993,"Indiana","GDP_SAS-1","millions of current dollars",132108
1993,"Indiana","RGDP_SAS-1","millions of chained 1997 dollars",140645
1993,"Indiana","PCRGDP_SAS-1","chained 1997 dollars",24507
1993,"Iowa","GDP_SAS-1","millions of current dollars",63386
1993,"Iowa","RGDP_SAS-1","millions of chained 1997 dollars",66913
1993,"Iowa","PCRGDP_SAS-1","chained 1997 dollars",23586
1993,"Kansas","GDP_SAS-1","millions of current dollars",58953
1993,"Kansas","RGDP_SAS-1","millions of chained 1997 dollars",63516
1993,"Kansas","PCRGDP_SAS-1","chained 1997 dollars",24845
1993,"Kentucky","GDP_SAS-1","millions of current dollars",81618
1993,"Kentucky","RGDP_SAS-1","millions of chained 1997 dollars",85810
1993,"Kentucky","PCRGDP_SAS-1","chained 1997 dollars",22509
1993,"Louisiana","GDP_SAS-1","millions of current dollars",95866
1993,"Louisiana","RGDP_SAS-1","millions of chained 1997 dollars",105296
1993,"Louisiana","PCRGDP_SAS-1","chained 1997 dollars",24394
1993,"Maine","GDP_SAS-1","millions of current dollars",25202
1993,"Maine","RGDP_SAS-1","millions of chained 1997 dollars",27337
1993,"Maine","PCRGDP_SAS-1","chained 1997 dollars",22005
1993,"Maryland","GDP_SAS-1","millions of current dollars",125515
1993,"Maryland","RGDP_SAS-1","millions of chained 1997 dollars",137003
1993,"Maryland","PCRGDP_SAS-1","chained 1997 dollars",27556
1993,"Massachusetts","GDP_SAS-1","millions of current dollars",173527
1993,"Massachusetts","RGDP_SAS-1","millions of chained 1997 dollars",187751
1993,"Massachusetts","PCRGDP_SAS-1","chained 1997 dollars",30979
1993,"Michigan","GDP_SAS-1","millions of current dollars",226368
1993,"Michigan","RGDP_SAS-1","millions of chained 1997 dollars",242175
1993,"Michigan","PCRGDP_SAS-1","chained 1997 dollars",25385
1993,"Mideast","GDP_SAS-1","millions of current dollars",1253977
1993,"Mideast","RGDP_SAS-1","millions of chained 1997 dollars",1366936
1993,"Mideast","PCRGDP_SAS-1","chained 1997 dollars",30568
1993,"Minnesota","GDP_SAS-1","millions of current dollars",117947
1993,"Minnesota","RGDP_SAS-1","millions of chained 1997 dollars",127067
1993,"Minnesota","PCRGDP_SAS-1","chained 1997 dollars",27890
1993,"Mississippi","GDP_SAS-1","millions of current dollars",47340
1993,"Mississippi","RGDP_SAS-1","millions of chained 1997 dollars",50440
1993,"Mississippi","PCRGDP_SAS-1","chained 1997 dollars",18997
1993,"Missouri","GDP_SAS-1","millions of current dollars",118906
1993,"Missouri","RGDP_SAS-1","millions of chained 1997 dollars",128278
1993,"Missouri","PCRGDP_SAS-1","chained 1997 dollars",24336
1993,"Montana","GDP_SAS-1","millions of current dollars",16054
1993,"Montana","RGDP_SAS-1","millions of chained 1997 dollars",17285
1993,"Montana","PCRGDP_SAS-1","chained 1997 dollars",20461
1993,"Nebraska","GDP_SAS-1","millions of current dollars",39353
1993,"Nebraska","RGDP_SAS-1","millions of chained 1997 dollars",42385
1993,"Nebraska","PCRGDP_SAS-1","chained 1997 dollars",26073
1993,"Nevada","GDP_SAS-1","millions of current dollars",40039
1993,"Nevada","RGDP_SAS-1","millions of chained 1997 dollars",43994
1993,"Nevada","PCRGDP_SAS-1","chained 1997 dollars",31175
1993,"New England","GDP_SAS-1","millions of current dollars",370365
1993,"New England","RGDP_SAS-1","millions of chained 1997 dollars",401601
1993,"New England","PCRGDP_SAS-1","chained 1997 dollars",30118
1993,"New Hampshire","GDP_SAS-1","millions of current dollars",27362
1993,"New Hampshire","RGDP_SAS-1","millions of chained 1997 dollars",28832
1993,"New Hampshire","PCRGDP_SAS-1","chained 1997 dollars",25527
1993,"New Jersey","GDP_SAS-1","millions of current dollars",240389
1993,"New Jersey","RGDP_SAS-1","millions of chained 1997 dollars",259805
1993,"New Jersey","PCRGDP_SAS-1","chained 1997 dollars",32684
1993,"New Mexico","GDP_SAS-1","millions of current dollars",36876
1993,"New Mexico","RGDP_SAS-1","millions of chained 1997 dollars",37463
1993,"New Mexico","PCRGDP_SAS-1","chained 1997 dollars",22893
1993,"New York","GDP_SAS-1","millions of current dollars",537504
1993,"New York","RGDP_SAS-1","millions of chained 1997 dollars",588213
1993,"New York","PCRGDP_SAS-1","chained 1997 dollars",32012
1993,"North Carolina","GDP_SAS-1","millions of current dollars",168006
1993,"North Carolina","RGDP_SAS-1","millions of chained 1997 dollars",176678
1993,"North Carolina","PCRGDP_SAS-1","chained 1997 dollars",25086
1993,"North Dakota","GDP_SAS-1","millions of current dollars",13049
1993,"North Dakota","RGDP_SAS-1","millions of chained 1997 dollars",13987
1993,"North Dakota","PCRGDP_SAS-1","chained 1997 dollars",21813
1993,"Ohio","GDP_SAS-1","millions of current dollars",259612
1993,"Ohio","RGDP_SAS-1","millions of chained 1997 dollars",277702
1993,"Ohio","PCRGDP_SAS-1","chained 1997 dollars",25016
1993,"Oklahoma","GDP_SAS-1","millions of current dollars",65552
1993,"Oklahoma","RGDP_SAS-1","millions of chained 1997 dollars",70761
1993,"Oklahoma","PCRGDP_SAS-1","chained 1997 dollars",21757
1993,"Oregon","GDP_SAS-1","millions of current dollars",69409
1993,"Oregon","RGDP_SAS-1","millions of chained 1997 dollars",72548
1993,"Oregon","PCRGDP_SAS-1","chained 1997 dollars",23706
1993,"Pennsylvania","GDP_SAS-1","millions of current dollars",281704
1993,"Pennsylvania","RGDP_SAS-1","millions of chained 1997 dollars",303021
1993,"Pennsylvania","PCRGDP_SAS-1","chained 1997 dollars",25002
1993,"Plains","GDP_SAS-1","millions of current dollars",427699
1993,"Plains","RGDP_SAS-1","millions of chained 1997 dollars",459352
1993,"Plains","PCRGDP_SAS-1","chained 1997 dollars",25226
1993,"Rhode Island","GDP_SAS-1","millions of current dollars",23566
1993,"Rhode Island","RGDP_SAS-1","millions of chained 1997 dollars",25653
1993,"Rhode Island","PCRGDP_SAS-1","chained 1997 dollars",25272
1993,"Rocky Mountain","GDP_SAS-1","millions of current dollars",187235
1993,"Rocky Mountain","RGDP_SAS-1","millions of chained 1997 dollars",201103
1993,"Rocky Mountain","PCRGDP_SAS-1","chained 1997 dollars",25332
1993,"South Carolina","GDP_SAS-1","millions of current dollars",76158
1993,"South Carolina","RGDP_SAS-1","millions of chained 1997 dollars",81301
1993,"South Carolina","PCRGDP_SAS-1","chained 1997 dollars",22193
1993,"South Dakota","GDP_SAS-1","millions of current dollars",16105
1993,"South Dakota","RGDP_SAS-1","millions of chained 1997 dollars",17208
1993,"South Dakota","PCRGDP_SAS-1","chained 1997 dollars",23829
1993,"Southeast","GDP_SAS-1","millions of current dollars",1396317
1993,"Southeast","RGDP_SAS-1","millions of chained 1997 dollars",1498996
1993,"Southeast","PCRGDP_SAS-1","chained 1997 dollars",23972
1993,"Southwest","GDP_SAS-1","millions of current dollars",635503
1993,"Southwest","RGDP_SAS-1","millions of chained 1997 dollars",681390
1993,"Southwest","PCRGDP_SAS-1","chained 1997 dollars",25129
1993,"Tennessee","GDP_SAS-1","millions of current dollars",119568
1993,"Tennessee","RGDP_SAS-1","millions of chained 1997 dollars",128543
1993,"Tennessee","PCRGDP_SAS-1","chained 1997 dollars",25020
1993,"Texas","GDP_SAS-1","millions of current dollars",443775
1993,"Texas","RGDP_SAS-1","millions of chained 1997 dollars",478420
1993,"Texas","PCRGDP_SAS-1","chained 1997 dollars",26342
1993,"United States","GDP_SAS-1","millions of current dollars",6467698
1993,"United States","RGDP_SAS-1","millions of chained 1997 dollars",6967716
1993,"United States","PCRGDP_SAS-1","chained 1997 dollars",26807
1993,"Utah","GDP_SAS-1","millions of current dollars",38631
1993,"Utah","RGDP_SAS-1","millions of chained 1997 dollars",41509
1993,"Utah","PCRGDP_SAS-1","chained 1997 dollars",21865
1993,"Vermont","GDP_SAS-1","millions of current dollars",13027
1993,"Vermont","RGDP_SAS-1","millions of chained 1997 dollars",13755
1993,"Vermont","PCRGDP_SAS-1","chained 1997 dollars",23808
1993,"Virginia","GDP_SAS-1","millions of current dollars",167688
1993,"Virginia","RGDP_SAS-1","millions of chained 1997 dollars",180781
1993,"Virginia","PCRGDP_SAS-1","chained 1997 dollars",27771
1993,"Washington","GDP_SAS-1","millions of current dollars",142500
1993,"Washington","RGDP_SAS-1","millions of chained 1997 dollars",154090
1993,"Washington","PCRGDP_SAS-1","chained 1997 dollars",29190
1993,"West Virginia","GDP_SAS-1","millions of current dollars",31881
1993,"West Virginia","RGDP_SAS-1","millions of chained 1997 dollars",33836
1993,"West Virginia","PCRGDP_SAS-1","chained 1997 dollars",18616
1993,"Wisconsin","GDP_SAS-1","millions of current dollars",120024
1993,"Wisconsin","RGDP_SAS-1","millions of chained 1997 dollars",128390
1993,"Wisconsin","PCRGDP_SAS-1","chained 1997 dollars",25249
1993,"Wyoming","GDP_SAS-1","millions of current dollars",13791
1993,"Wyoming","RGDP_SAS-1","millions of chained 1997 dollars",14785
1993,"Wyoming","PCRGDP_SAS-1","chained 1997 dollars",31253
1994,"Alabama","GDP_SAS-1","millions of current dollars",90098
1994,"Alabama","RGDP_SAS-1","millions of chained 1997 dollars",94803
1994,"Alabama","PCRGDP_SAS-1","chained 1997 dollars",22253
1994,"Alaska","GDP_SAS-1","millions of current dollars",23605
1994,"Alaska","RGDP_SAS-1","millions of chained 1997 dollars",26188
1994,"Alaska","PCRGDP_SAS-1","chained 1997 dollars",43407
1994,"Arizona","GDP_SAS-1","millions of current dollars",100374
1994,"Arizona","RGDP_SAS-1","millions of chained 1997 dollars",104104
1994,"Arizona","PCRGDP_SAS-1","chained 1997 dollars",24523
1994,"Arkansas","GDP_SAS-1","millions of current dollars",51416
1994,"Arkansas","RGDP_SAS-1","millions of chained 1997 dollars",53641
1994,"Arkansas","PCRGDP_SAS-1","chained 1997 dollars",21508
1994,"California","GDP_SAS-1","millions of current dollars",861360
1994,"California","RGDP_SAS-1","millions of chained 1997 dollars",904778
1994,"California","PCRGDP_SAS-1","chained 1997 dollars",28737
1994,"Colorado","GDP_SAS-1","millions of current dollars",104507
1994,"Colorado","RGDP_SAS-1","millions of chained 1997 dollars",110529
1994,"Colorado","PCRGDP_SAS-1","chained 1997 dollars",29679
1994,"Connecticut","GDP_SAS-1","millions of current dollars",113115
1994,"Connecticut","RGDP_SAS-1","millions of chained 1997 dollars",121001
1994,"Connecticut","PCRGDP_SAS-1","chained 1997 dollars",36489
1994,"Delaware","GDP_SAS-1","millions of current dollars",25638
1994,"Delaware","RGDP_SAS-1","millions of chained 1997 dollars",28750
1994,"Delaware","PCRGDP_SAS-1","chained 1997 dollars",40067
1994,"District of Columbia","GDP_SAS-1","millions of current dollars",46655
1994,"District of Columbia","RGDP_SAS-1","millions of chained 1997 dollars",51290
1994,"District of Columbia","PCRGDP_SAS-1","chained 1997 dollars",87044
1994,"Far West","GDP_SAS-1","millions of current dollars",1193731
1994,"Far West","RGDP_SAS-1","millions of chained 1997 dollars",1255607
1994,"Far West","PCRGDP_SAS-1","chained 1997 dollars",29017
1994,"Florida","GDP_SAS-1","millions of current dollars",327167
1994,"Florida","RGDP_SAS-1","millions of chained 1997 dollars",345550
1994,"Florida","PCRGDP_SAS-1","chained 1997 dollars",24267
1994,"Georgia","GDP_SAS-1","millions of current dollars",187996
1994,"Georgia","RGDP_SAS-1","millions of chained 1997 dollars",198125
1994,"Georgia","PCRGDP_SAS-1","chained 1997 dollars",27682
1994,"Great Lakes","GDP_SAS-1","millions of current dollars",1154152
1994,"Great Lakes","RGDP_SAS-1","millions of chained 1997 dollars",1207063
1994,"Great Lakes","PCRGDP_SAS-1","chained 1997 dollars",27691
1994,"Hawaii","GDP_SAS-1","millions of current dollars",37395
1994,"Hawaii","RGDP_SAS-1","millions of chained 1997 dollars",40062
1994,"Hawaii","PCRGDP_SAS-1","chained 1997 dollars",33735
1994,"Idaho","GDP_SAS-1","millions of current dollars",25455
1994,"Idaho","RGDP_SAS-1","millions of chained 1997 dollars",25845
1994,"Idaho","PCRGDP_SAS-1","chained 1997 dollars",22570
1994,"Illinois","GDP_SAS-1","millions of current dollars",347971
1994,"Illinois","RGDP_SAS-1","millions of chained 1997 dollars",364916
1994,"Illinois","PCRGDP_SAS-1","chained 1997 dollars",30633
1994,"Indiana","GDP_SAS-1","millions of current dollars",143335
1994,"Indiana","RGDP_SAS-1","millions of chained 1997 dollars",149157
1994,"Indiana","PCRGDP_SAS-1","chained 1997 dollars",25745
1994,"Iowa","GDP_SAS-1","millions of current dollars",70161
1994,"Iowa","RGDP_SAS-1","millions of chained 1997 dollars",72503
1994,"Iowa","PCRGDP_SAS-1","chained 1997 dollars",25433
1994,"Kansas","GDP_SAS-1","millions of current dollars",63304
1994,"Kansas","RGDP_SAS-1","millions of chained 1997 dollars",66732
1994,"Kansas","PCRGDP_SAS-1","chained 1997 dollars",25860
1994,"Kentucky","GDP_SAS-1","millions of current dollars",87646
1994,"Kentucky","RGDP_SAS-1","millions of chained 1997 dollars",91063
1994,"Kentucky","PCRGDP_SAS-1","chained 1997 dollars",23658
1994,"Louisiana","GDP_SAS-1","millions of current dollars",105119
1994,"Louisiana","RGDP_SAS-1","millions of chained 1997 dollars",114156
1994,"Louisiana","PCRGDP_SAS-1","chained 1997 dollars",26258
1994,"Maine","GDP_SAS-1","millions of current dollars",26543
1994,"Maine","RGDP_SAS-1","millions of chained 1997 dollars",28058
1994,"Maine","PCRGDP_SAS-1","chained 1997 dollars",22579
1994,"Maryland","GDP_SAS-1","millions of current dollars",133311
1994,"Maryland","RGDP_SAS-1","millions of chained 1997 dollars",142086
1994,"Maryland","PCRGDP_SAS-1","chained 1997 dollars",28287
1994,"Massachusetts","GDP_SAS-1","millions of current dollars",185710
1994,"Massachusetts","RGDP_SAS-1","millions of chained 1997 dollars",196432
1994,"Massachusetts","PCRGDP_SAS-1","chained 1997 dollars",32227
1994,"Michigan","GDP_SAS-1","millions of current dollars",251484
1994,"Michigan","RGDP_SAS-1","millions of chained 1997 dollars",263500
1994,"Michigan","PCRGDP_SAS-1","chained 1997 dollars",27454
1994,"Mideast","GDP_SAS-1","millions of current dollars",1309100
1994,"Mideast","RGDP_SAS-1","millions of chained 1997 dollars",1395466
1994,"Mideast","PCRGDP_SAS-1","chained 1997 dollars",31031
1994,"Minnesota","GDP_SAS-1","millions of current dollars",128167
1994,"Minnesota","RGDP_SAS-1","millions of chained 1997 dollars",134715
1994,"Minnesota","PCRGDP_SAS-1","chained 1997 dollars",29220
